(0, 0): [((0, 1), 1), ((1, 0), 1)]
(1, 0): [((1, 1), 1), ((0, 0), 1), ((2, 0), 1)]
(37, 0): [((37, 1), 1), ((36, 0), 1), ((38, 0), 1)]
(38, 0): [((38, 1), 1), ((37, 0), 1), ((39, 0), 1)]
(39, 0): [((39, 1), 1), ((38, 0), 1), ((40, 0), 1)]
(40, 0): [((40, 1), 1), ((39, 0), 1), ((41, 0), 1)]
(41, 0): [((41, 1), 1), ((40, 0), 1), ((42, 0), 1)]
(42, 0): [((42, 1), 1), ((41, 0), 1), ((43, 0), 1)]
(43, 0): [((43, 1), 1), ((42, 0), 1), ((44, 0), 1)]
(44, 0): [((44, 1), 1), ((43, 0), 1), ((45, 0), 1)]
(45, 0): [((45, 1), 1), ((44, 0), 1), ((46, 0), 1)]
(46, 0): [((46, 1), 1), ((45, 0), 1), ((47, 0), 1)]
(47, 0): [((47, 1), 1), ((46, 0), 1), ((48, 0), 1)]
(48, 0): [((48, 1), 1), ((47, 0), 1), ((49, 0), 1)]
(49, 0): [((49, 1), 1), ((48, 0), 1), ((50, 0), 1)]
(50, 0): [((50, 1), 1), ((49, 0), 1), ((51, 0), 1)]
(51, 0): [((51, 1), 1), ((50, 0), 1), ((52, 0), 1)]
(52, 0): [((52, 1), 1), ((51, 0), 1), ((53, 0), 1)]
(53, 0): [((53, 1), 1), ((52, 0), 1), ((54, 0), 1)]
(54, 0): [((54, 1), 1), ((53, 0), 1), ((55, 0), 1)]
(55, 0): [((55, 1), 1), ((54, 0), 1), ((56, 0), 1)]
(56, 0): [((56, 1), 1), ((55, 0), 1), ((57, 0), 1)]
(57, 0): [((57, 1), 1), ((56, 0), 1), ((58, 0), 1)]
(58, 0): [((58, 1), 1), ((57, 0), 1), ((59, 0), 1)]
(59, 0): [((59, 1), 1), ((58, 0), 1), ((60, 0), 1)]
(60, 0): [((60, 1), 1), ((59, 0), 1), ((61, 0), 1)]
(61, 0): [((61, 1), 1), ((60, 0), 1), ((62, 0), 1)]
(62, 0): [((62, 1), 1), ((61, 0), 1), ((63, 0), 1)]
(63, 0): [((63, 1), 1), ((62, 0), 1), ((64, 0), 1)]
(64, 0): [((64, 1), 1), ((63, 0), 1), ((65, 0), 1)]
(65, 0): [((65, 1), 1), ((64, 0), 1), ((66, 0), 1)]
(66, 0): [((66, 1), 1), ((65, 0), 1), ((67, 0), 1)]
(67, 0): [((67, 1), 1), ((66, 0), 1), ((68, 0), 1)]
(68, 0): [((68, 1), 1), ((67, 0), 1), ((69, 0), 1)]
(69, 0): [((69, 1), 1), ((68, 0), 1), ((70, 0), 1)]
(70, 0): [((70, 1), 1), ((69, 0), 1), ((71, 0), 1)]
(71, 0): [((71, 1), 1), ((70, 0), 1), ((72, 0), 1)]
(72, 0): [((72, 1), 1), ((71, 0), 1), ((73, 0), 1)]
(73, 0): [((73, 1), 1), ((72, 0), 1), ((74, 0), 1)]
(74, 0): [((74, 1), 1), ((73, 0), 1), ((75, 0), 1)]
(75, 0): [((75, 1), 1), ((74, 0), 1), ((76, 0), 1)]
(76, 0): [((76, 1), 1), ((75, 0), 1), ((77, 0), 1)]
(77, 0): [((77, 1), 1), ((76, 0), 1), ((78, 0), 1)]
(78, 0): [((78, 1), 1), ((77, 0), 1), ((79, 0), 1)]
(79, 0): [((79, 1), 1), ((78, 0), 1), ((80, 0), 1)]
(80, 0): [((80, 1), 1), ((79, 0), 1), ((81, 0), 1)]
(81, 0): [((81, 1), 1), ((80, 0), 1), ((82, 0), 1)]
(82, 0): [((82, 1), 1), ((81, 0), 1), ((83, 0), 1)]
(83, 0): [((83, 1), 1), ((82, 0), 1), ((84, 0), 1)]
(84, 0): [((84, 1), 1), ((83, 0), 1), ((85, 0), 1)]
(85, 0): [((85, 1), 1), ((84, 0), 1), ((86, 0), 1)]
(86, 0): [((86, 1), 1), ((85, 0), 1), ((87, 0), 1)]
(87, 0): [((87, 1), 1), ((86, 0), 1), ((88, 0), 1)]
(88, 0): [((88, 1), 1), ((87, 0), 1), ((89, 0), 1)]
(89, 0): [((89, 1), 1), ((88, 0), 1), ((90, 0), 1)]
(90, 0): [((90, 1), 1), ((89, 0), 1), ((91, 0), 1)]
(91, 0): [((91, 1), 1), ((90, 0), 1), ((92, 0), 1)]
(92, 0): [((92, 1), 1), ((91, 0), 1), ((93, 0), 1)]
(93, 0): [((93, 1), 1), ((92, 0), 1), ((94, 0), 1)]
(94, 0): [((94, 1), 1), ((93, 0), 1), ((95, 0), 1)]
(95, 0): [((95, 1), 1), ((94, 0), 1), ((96, 0), 1)]
(96, 0): [((96, 1), 1), ((95, 0), 1), ((97, 0), 1)]
(97, 0): [((97, 1), 1), ((96, 0), 1), ((98, 0), 1)]
(98, 0): [((98, 1), 1), ((97, 0), 1), ((99, 0), 1)]
(99, 0): [((99, 1), 1), ((98, 0), 1), ((100, 0), 1)]
(100, 0): [((100, 1), 1), ((99, 0), 1), ((101, 0), 1)]
(101, 0): [((101, 1), 1), ((100, 0), 1), ((102, 0), 1)]
(102, 0): [((102, 1), 1), ((101, 0), 1), ((103, 0), 1)]
(103, 0): [((103, 1), 1), ((102, 0), 1), ((104, 0), 1)]
(104, 0): [((104, 1), 1), ((103, 0), 1), ((105, 0), 1)]
(105, 0): [((105, 1), 1), ((104, 0), 1), ((106, 0), 1)]
(106, 0): [((106, 1), 1), ((105, 0), 1), ((107, 0), 1)]
(107, 0): [((107, 1), 1), ((106, 0), 1), ((108, 0), 1)]
(108, 0): [((108, 1), 1), ((107, 0), 1), ((109, 0), 1)]
(109, 0): [((109, 1), 1), ((108, 0), 1), ((110, 0), 1)]
(110, 0): [((110, 1), 1), ((109, 0), 1), ((111, 0), 1)]
(111, 0): [((111, 1), 1), ((110, 0), 1), ((112, 0), 1)]
(112, 0): [((112, 1), 1), ((111, 0), 1), ((113, 0), 1)]
(113, 0): [((113, 1), 1), ((112, 0), 1), ((114, 0), 1)]
(114, 0): [((114, 1), 1), ((113, 0), 1), ((115, 0), 1)]
(115, 0): [((115, 1), 1), ((114, 0), 1), ((116, 0), 1)]
(116, 0): [((116, 1), 1), ((115, 0), 1), ((117, 0), 1)]
(117, 0): [((117, 1), 1), ((116, 0), 1), ((118, 0), 1)]
(118, 0): [((118, 1), 1), ((117, 0), 1), ((119, 0), 1)]
(119, 0): [((119, 1), 1), ((118, 0), 1), ((120, 0), 1)]
(120, 0): [((120, 1), 1), ((119, 0), 1), ((121, 0), 1)]
(121, 0): [((121, 1), 1), ((120, 0), 1), ((122, 0), 1)]
(122, 0): [((122, 1), 1), ((121, 0), 1), ((123, 0), 1)]
(123, 0): [((123, 1), 1), ((122, 0), 1), ((124, 0), 1)]
(124, 0): [((124, 1), 1), ((123, 0), 1), ((125, 0), 1)]
(125, 0): [((125, 1), 1), ((124, 0), 1), ((126, 0), 1)]
(126, 0): [((126, 1), 1), ((125, 0), 1), ((127, 0), 1)]
(127, 0): [((127, 1), 1), ((126, 0), 1), ((128, 0), 1)]
(128, 0): [((128, 1), 1), ((127, 0), 1), ((129, 0), 1)]
(129, 0): [((129, 1), 1), ((128, 0), 1), ((130, 0), 1)]
(130, 0): [((130, 1), 1), ((129, 0), 1), ((131, 0), 1)]
(131, 0): [((131, 1), 1), ((130, 0), 1), ((132, 0), 1)]
(132, 0): [((132, 1), 1), ((131, 0), 1), ((133, 0), 1)]
(133, 0): [((133, 1), 1), ((132, 0), 1), ((134, 0), 1)]
(134, 0): [((134, 1), 1), ((133, 0), 1), ((135, 0), 1)]
(135, 0): [((135, 1), 1), ((134, 0), 1), ((136, 0), 1)]
(136, 0): [((136, 1), 1), ((135, 0), 1), ((137, 0), 1)]
(137, 0): [((137, 1), 1), ((136, 0), 1), ((138, 0), 1)]
(138, 0): [((138, 1), 1), ((137, 0), 1), ((139, 0), 1)]
(139, 0): [((139, 1), 1), ((138, 0), 1), ((140, 0), 1)]
(140, 0): [((140, 1), 1), ((139, 0), 1), ((141, 0), 1)]
(141, 0): [((141, 1), 1), ((140, 0), 1), ((142, 0), 1)]
(142, 0): [((142, 1), 1), ((141, 0), 1), ((143, 0), 1)]
(143, 0): [((143, 1), 1), ((142, 0), 1), ((144, 0), 1)]
(144, 0): [((144, 1), 1), ((143, 0), 1), ((145, 0), 1)]
(145, 0): [((145, 1), 1), ((144, 0), 1), ((146, 0), 1)]
(146, 0): [((146, 1), 1), ((145, 0), 1), ((147, 0), 1)]
(147, 0): [((147, 1), 1), ((146, 0), 1), ((148, 0), 1)]
(148, 0): [((148, 1), 1), ((147, 0), 1), ((149, 0), 1)]
(149, 0): [((149, 1), 1), ((148, 0), 1), ((150, 0), 1)]
(150, 0): [((150, 1), 1), ((149, 0), 1), ((151, 0), 1)]
(151, 0): [((151, 1), 1), ((150, 0), 1), ((152, 0), 1)]
(152, 0): [((152, 1), 1), ((151, 0), 1), ((153, 0), 1)]
(153, 0): [((153, 1), 1), ((152, 0), 1), ((154, 0), 1)]
(154, 0): [((154, 1), 1), ((153, 0), 1), ((155, 0), 1)]
(155, 0): [((155, 1), 1), ((154, 0), 1), ((156, 0), 1)]
(156, 0): [((156, 1), 1), ((155, 0), 1), ((157, 0), 1)]
(157, 0): [((157, 1), 1), ((156, 0), 1), ((158, 0), 1)]
(158, 0): [((158, 1), 1), ((157, 0), 1), ((159, 0), 1)]
(159, 0): [((159, 1), 1), ((158, 0), 1), ((160, 0), 1)]
(160, 0): [((160, 1), 1), ((159, 0), 1), ((161, 0), 1)]
(161, 0): [((161, 1), 1), ((160, 0), 1), ((162, 0), 1)]
(162, 0): [((162, 1), 1), ((161, 0), 1), ((163, 0), 1)]
(163, 0): [((163, 1), 1), ((162, 0), 1), ((164, 0), 1)]
(164, 0): [((164, 1), 1), ((163, 0), 1), ((165, 0), 1)]
(165, 0): [((165, 1), 1), ((164, 0), 1), ((166, 0), 1)]
(166, 0): [((166, 1), 1), ((165, 0), 1), ((167, 0), 1)]
(167, 0): [((167, 1), 1), ((166, 0), 1), ((168, 0), 1)]
(168, 0): [((168, 1), 1), ((167, 0), 1), ((169, 0), 1)]
(169, 0): [((169, 1), 1), ((168, 0), 1), ((170, 0), 1)]
(170, 0): [((170, 1), 1), ((169, 0), 1), ((171, 0), 1)]
(171, 0): [((171, 1), 1), ((170, 0), 1), ((172, 0), 1)]
(172, 0): [((172, 1), 1), ((171, 0), 1), ((173, 0), 1)]
(173, 0): [((173, 1), 1), ((172, 0), 1), ((174, 0), 1)]
(174, 0): [((174, 1), 1), ((173, 0), 1), ((175, 0), 1)]
(175, 0): [((175, 1), 1), ((174, 0), 1), ((176, 0), 1)]
(176, 0): [((176, 1), 1), ((175, 0), 1), ((177, 0), 1)]
(177, 0): [((177, 1), 1), ((176, 0), 1), ((178, 0), 1)]
(178, 0): [((178, 1), 1), ((177, 0), 1), ((179, 0), 1)]
(179, 0): [((179, 1), 1), ((178, 0), 1), ((180, 0), 1)]
(180, 0): [((180, 1), 1), ((179, 0), 1), ((181, 0), 1)]
(181, 0): [((181, 1), 1), ((180, 0), 1), ((182, 0), 1)]
(182, 0): [((182, 1), 1), ((181, 0), 1), ((183, 0), 1)]
(183, 0): [((183, 1), 1), ((182, 0), 1), ((184, 0), 1)]
(184, 0): [((184, 1), 1), ((183, 0), 1), ((185, 0), 1)]
(185, 0): [((185, 1), 1), ((184, 0), 1), ((186, 0), 1)]
(186, 0): [((186, 1), 1), ((185, 0), 1), ((187, 0), 1)]
(187, 0): [((187, 1), 1), ((186, 0), 1), ((188, 0), 1)]
(188, 0): [((188, 1), 1), ((187, 0), 1), ((189, 0), 1)]
(189, 0): [((189, 1), 1), ((188, 0), 1), ((190, 0), 1)]
(190, 0): [((190, 1), 1), ((189, 0), 1), ((191, 0), 1)]
(191, 0): [((191, 1), 1), ((190, 0), 1), ((192, 0), 1)]
(192, 0): [((192, 1), 1), ((191, 0), 1), ((193, 0), 1)]
(193, 0): [((193, 1), 1), ((192, 0), 1), ((194, 0), 1)]
(194, 0): [((194, 1), 1), ((193, 0), 1), ((195, 0), 1)]
(195, 0): [((195, 1), 1), ((194, 0), 1), ((196, 0), 1)]
(196, 0): [((196, 1), 1), ((195, 0), 1), ((197, 0), 1)]
(197, 0): [((197, 1), 1), ((196, 0), 1), ((198, 0), 1)]
(198, 0): [((198, 1), 1), ((197, 0), 1), ((199, 0), 1)]
(199, 0): [((199, 1), 1), ((198, 0), 1), ((200, 0), 1)]
(200, 0): [((200, 1), 1), ((199, 0), 1), ((201, 0), 1)]
(201, 0): [((201, 1), 1), ((200, 0), 1), ((202, 0), 1)]
(202, 0): [((202, 1), 1), ((201, 0), 1), ((203, 0), 1)]
(203, 0): [((203, 1), 1), ((202, 0), 1), ((204, 0), 1)]
(204, 0): [((204, 1), 1), ((203, 0), 1), ((205, 0), 1)]
(205, 0): [((205, 1), 1), ((204, 0), 1), ((206, 0), 1)]
(206, 0): [((206, 1), 1), ((205, 0), 1), ((207, 0), 1)]
(207, 0): [((207, 1), 1), ((206, 0), 1), ((208, 0), 1)]
(208, 0): [((208, 1), 1), ((207, 0), 1), ((209, 0), 1)]
(209, 0): [((209, 1), 1), ((208, 0), 1), ((210, 0), 1)]
(210, 0): [((210, 1), 1), ((209, 0), 1), ((211, 0), 1)]
(211, 0): [((211, 1), 1), ((210, 0), 1), ((212, 0), 1)]
(212, 0): [((212, 1), 1), ((211, 0), 1), ((213, 0), 1)]
(213, 0): [((213, 1), 1), ((212, 0), 1), ((214, 0), 1)]
(214, 0): [((214, 1), 1), ((213, 0), 1), ((215, 0), 1)]
(215, 0): [((215, 1), 1), ((214, 0), 1), ((216, 0), 1)]
(216, 0): [((216, 1), 1), ((215, 0), 1), ((217, 0), 1)]
(217, 0): [((217, 1), 1), ((216, 0), 1), ((218, 0), 1)]
(218, 0): [((218, 1), 1), ((217, 0), 1), ((219, 0), 1)]
(219, 0): [((219, 1), 1), ((218, 0), 1), ((220, 0), 1)]
(220, 0): [((220, 1), 1), ((219, 0), 1), ((221, 0), 1)]
(221, 0): [((221, 1), 1), ((220, 0), 1), ((222, 0), 1)]
(222, 0): [((222, 1), 1), ((221, 0), 1), ((223, 0), 1)]
(223, 0): [((223, 1), 1), ((222, 0), 1), ((224, 0), 1)]
(224, 0): [((224, 1), 1), ((223, 0), 1), ((225, 0), 1)]
(225, 0): [((225, 1), 1), ((224, 0), 1), ((226, 0), 1)]
(226, 0): [((226, 1), 1), ((225, 0), 1), ((227, 0), 1)]
(227, 0): [((227, 1), 1), ((226, 0), 1), ((228, 0), 1)]
(228, 0): [((228, 1), 1), ((227, 0), 1), ((229, 0), 1)]
(229, 0): [((229, 1), 1), ((228, 0), 1), ((230, 0), 1)]
(230, 0): [((230, 1), 1), ((229, 0), 1), ((231, 0), 1)]
(231, 0): [((231, 1), 1), ((230, 0), 1), ((232, 0), 1)]
(232, 0): [((232, 1), 1), ((231, 0), 1), ((233, 0), 1)]
(233, 0): [((233, 1), 1), ((232, 0), 1), ((234, 0), 1)]
(234, 0): [((234, 1), 1), ((233, 0), 1), ((235, 0), 1)]
(235, 0): [((235, 1), 1), ((234, 0), 1), ((236, 0), 1)]
(236, 0): [((236, 1), 1), ((235, 0), 1), ((237, 0), 1)]
(237, 0): [((237, 1), 1), ((236, 0), 1), ((238, 0), 1)]
(238, 0): [((238, 1), 1), ((237, 0), 1), ((239, 0), 1)]
(239, 0): [((239, 1), 1), ((238, 0), 1), ((240, 0), 1)]
(240, 0): [((240, 1), 1), ((239, 0), 1), ((241, 0), 1)]
(241, 0): [((241, 1), 1), ((240, 0), 1), ((242, 0), 1)]
(242, 0): [((242, 1), 1), ((241, 0), 1), ((243, 0), 1)]
(243, 0): [((243, 1), 1), ((242, 0), 1), ((244, 0), 1)]
(244, 0): [((244, 1), 1), ((243, 0), 1), ((245, 0), 1)]
(245, 0): [((245, 1), 1), ((244, 0), 1), ((246, 0), 1)]
(246, 0): [((246, 1), 1), ((245, 0), 1), ((247, 0), 1)]
(247, 0): [((247, 1), 1), ((246, 0), 1), ((248, 0), 1)]
(248, 0): [((248, 1), 1), ((247, 0), 1), ((249, 0), 1)]
(249, 0): [((249, 1), 1), ((248, 0), 1), ((250, 0), 1)]
(250, 0): [((250, 1), 1), ((249, 0), 1), ((251, 0), 1)]
(251, 0): [((251, 1), 1), ((250, 0), 1), ((252, 0), 1)]
(252, 0): [((252, 1), 1), ((251, 0), 1), ((253, 0), 1)]
(253, 0): [((253, 1), 1), ((252, 0), 1), ((254, 0), 1)]
(254, 0): [((254, 1), 1), ((253, 0), 1), ((255, 0), 1)]
(255, 0): [((255, 1), 1), ((254, 0), 1), ((256, 0), 1)]
(256, 0): [((256, 1), 1), ((255, 0), 1), ((257, 0), 1)]
(257, 0): [((257, 1), 1), ((256, 0), 1), ((258, 0), 1)]
(258, 0): [((258, 1), 1), ((257, 0), 1), ((259, 0), 1)]
(259, 0): [((259, 1), 1), ((258, 0), 1), ((260, 0), 1)]
(260, 0): [((260, 1), 1), ((259, 0), 1), ((261, 0), 1)]
(261, 0): [((261, 1), 1), ((260, 0), 1), ((262, 0), 1)]
(262, 0): [((262, 1), 1), ((261, 0), 1), ((263, 0), 1)]
(263, 0): [((263, 1), 1), ((262, 0), 1), ((264, 0), 1)]
(264, 0): [((264, 1), 1), ((263, 0), 1), ((265, 0), 1)]
(265, 0): [((265, 1), 1), ((264, 0), 1), ((266, 0), 1)]
(266, 0): [((266, 1), 1), ((265, 0), 1), ((267, 0), 1)]
(267, 0): [((267, 1), 1), ((266, 0), 1), ((268, 0), 1)]
(268, 0): [((268, 1), 1), ((267, 0), 1), ((269, 0), 1)]
(269, 0): [((269, 1), 1), ((268, 0), 1), ((270, 0), 1)]
(270, 0): [((270, 1), 1), ((269, 0), 1), ((271, 0), 1)]
(271, 0): [((271, 1), 1), ((270, 0), 1), ((272, 0), 1)]
(272, 0): [((272, 1), 1), ((271, 0), 1), ((273, 0), 1)]
(273, 0): [((273, 1), 1), ((272, 0), 1), ((274, 0), 1)]
(274, 0): [((274, 1), 1), ((273, 0), 1), ((275, 0), 1)]
(275, 0): [((275, 1), 1), ((274, 0), 1), ((276, 0), 1)]
(276, 0): [((276, 1), 1), ((275, 0), 1), ((277, 0), 1)]
(277, 0): [((277, 1), 1), ((276, 0), 1), ((278, 0), 1)]
(278, 0): [((278, 1), 1), ((277, 0), 1), ((279, 0), 1)]
(279, 0): [((279, 1), 1), ((278, 0), 1), ((280, 0), 1)]
(280, 0): [((280, 1), 1), ((279, 0), 1), ((281, 0), 1)]
(281, 0): [((281, 1), 1), ((280, 0), 1), ((282, 0), 1)]
(282, 0): [((282, 1), 1), ((281, 0), 1), ((283, 0), 1)]
(283, 0): [((283, 1), 1), ((282, 0), 1), ((284, 0), 1)]
(284, 0): [((284, 1), 1), ((283, 0), 1), ((285, 0), 1)]
(285, 0): [((285, 1), 1), ((284, 0), 1), ((286, 0), 1)]
(286, 0): [((286, 1), 1), ((285, 0), 1), ((287, 0), 1)]
(287, 0): [((287, 1), 1), ((286, 0), 1), ((288, 0), 1)]
(288, 0): [((288, 1), 1), ((287, 0), 1), ((289, 0), 1)]
(289, 0): [((289, 1), 1), ((288, 0), 1), ((290, 0), 1)]
(290, 0): [((290, 1), 1), ((289, 0), 1), ((291, 0), 1)]
(291, 0): [((291, 1), 1), ((290, 0), 1), ((292, 0), 1)]
(292, 0): [((292, 1), 1), ((291, 0), 1), ((293, 0), 1)]
(293, 0): [((293, 1), 1), ((292, 0), 1), ((294, 0), 1)]
(294, 0): [((294, 1), 1), ((293, 0), 1), ((295, 0), 1)]
(295, 0): [((295, 1), 1), ((294, 0), 1), ((296, 0), 1)]
(296, 0): [((296, 1), 1), ((295, 0), 1), ((297, 0), 1)]
(297, 0): [((297, 1), 1), ((296, 0), 1), ((298, 0), 1)]
(298, 0): [((298, 1), 1), ((297, 0), 1), ((299, 0), 1)]
(299, 0): [((299, 1), 1), ((298, 0), 1), ((300, 0), 1)]
(300, 0): [((300, 1), 1), ((299, 0), 1), ((301, 0), 1)]
(301, 0): [((301, 1), 1), ((300, 0), 1), ((302, 0), 1)]
(302, 0): [((302, 1), 1), ((301, 0), 1), ((303, 0), 1)]
(303, 0): [((303, 1), 1), ((302, 0), 1), ((304, 0), 1)]
(304, 0): [((304, 1), 1), ((303, 0), 1), ((305, 0), 1)]
(305, 0): [((305, 1), 1), ((304, 0), 1), ((306, 0), 1)]
(306, 0): [((306, 1), 1), ((305, 0), 1), ((307, 0), 1)]
(307, 0): [((307, 1), 1), ((306, 0), 1), ((308, 0), 1)]
(308, 0): [((308, 1), 1), ((307, 0), 1), ((309, 0), 1)]
(309, 0): [((309, 1), 1), ((308, 0), 1), ((310, 0), 1)]
(310, 0): [((310, 1), 1), ((309, 0), 1), ((311, 0), 1)]
(311, 0): [((311, 1), 1), ((310, 0), 1), ((312, 0), 1)]
(312, 0): [((312, 1), 1), ((311, 0), 1), ((313, 0), 1)]
(313, 0): [((313, 1), 1), ((312, 0), 1), ((314, 0), 1)]
(314, 0): [((314, 1), 1), ((313, 0), 1), ((315, 0), 1)]
(315, 0): [((315, 1), 1), ((314, 0), 1), ((316, 0), 1)]
(316, 0): [((316, 1), 1), ((315, 0), 1), ((317, 0), 1)]
(317, 0): [((317, 1), 1), ((316, 0), 1), ((318, 0), 1)]
(318, 0): [((318, 1), 1), ((317, 0), 1), ((319, 0), 1)]
(319, 0): [((319, 1), 1), ((318, 0), 1), ((320, 0), 1)]
(320, 0): [((320, 1), 1), ((319, 0), 1)]
(0, 1): [((0, 0), 1), ((0, 2), 1), ((1, 1), 1)]
(1, 1): [((1, 0), 1), ((1, 2), 1), ((0, 1), 1), ((2, 1), 1)]
(2, 1): [((2, 0), 1), ((2, 2), 1), ((1, 1), 1), ((3, 1), 1)]
(3, 1): [((3, 0), 1), ((3, 2), 1), ((2, 1), 1), ((4, 1), 1)]
(4, 1): [((4, 0), 1), ((4, 2), 1), ((3, 1), 1), ((5, 1), 1)]
(5, 1): [((5, 0), 1), ((5, 2), 1), ((4, 1), 1), ((6, 1), 1)]
(6, 1): [((6, 0), 1), ((6, 2), 1), ((5, 1), 1), ((7, 1), 1)]
(7, 1): [((7, 0), 1), ((7, 2), 1), ((6, 1), 1), ((8, 1), 1)]
(8, 1): [((8, 0), 1), ((8, 2), 1), ((7, 1), 1), ((9, 1), 1)]
(9, 1): [((9, 0), 1), ((9, 2), 1), ((8, 1), 1), ((10, 1), 1)]
(10, 1): [((10, 0), 1), ((10, 2), 1), ((9, 1), 1), ((11, 1), 1)]
(11, 1): [((11, 0), 1), ((11, 2), 1), ((10, 1), 1), ((12, 1), 1)]
(12, 1): [((12, 0), 1), ((12, 2), 1), ((11, 1), 1), ((13, 1), 1)]
(13, 1): [((13, 0), 1), ((13, 2), 1), ((12, 1), 1), ((14, 1), 1)]
(14, 1): [((14, 0), 1), ((14, 2), 1), ((13, 1), 1), ((15, 1), 1)]
(15, 1): [((15, 0), 1), ((15, 2), 1), ((14, 1), 1), ((16, 1), 1)]
(16, 1): [((16, 0), 1), ((16, 2), 1), ((15, 1), 1), ((17, 1), 1)]
(17, 1): [((17, 0), 1), ((17, 2), 1), ((16, 1), 1), ((18, 1), 1)]
(18, 1): [((18, 0), 1), ((18, 2), 1), ((17, 1), 1), ((19, 1), 1)]
(19, 1): [((19, 0), 1), ((19, 2), 1), ((18, 1), 1), ((20, 1), 1)]
(20, 1): [((20, 0), 1), ((20, 2), 1), ((19, 1), 1), ((21, 1), 1)]
(21, 1): [((21, 0), 1), ((21, 2), 1), ((20, 1), 1), ((22, 1), 1)]
(22, 1): [((22, 0), 1), ((22, 2), 1), ((21, 1), 1), ((23, 1), 1)]
(23, 1): [((23, 0), 1), ((23, 2), 1), ((22, 1), 1), ((24, 1), 1)]
(24, 1): [((24, 0), 1), ((24, 2), 1), ((23, 1), 1), ((25, 1), 1)]
(25, 1): [((25, 0), 1), ((25, 2), 1), ((24, 1), 1), ((26, 1), 1)]
(26, 1): [((26, 0), 1), ((26, 2), 1), ((25, 1), 1), ((27, 1), 1)]
(27, 1): [((27, 0), 1), ((27, 2), 1), ((26, 1), 1), ((28, 1), 1)]
(28, 1): [((28, 0), 1), ((28, 2), 1), ((27, 1), 1), ((29, 1), 1)]
(29, 1): [((29, 0), 1), ((29, 2), 1), ((28, 1), 1), ((30, 1), 1)]
(30, 1): [((30, 0), 1), ((30, 2), 1), ((29, 1), 1), ((31, 1), 1)]
(31, 1): [((31, 0), 1), ((31, 2), 1), ((30, 1), 1), ((32, 1), 1)]
(32, 1): [((32, 0), 1), ((32, 2), 1), ((31, 1), 1), ((33, 1), 1)]
(33, 1): [((33, 0), 1), ((33, 2), 1), ((32, 1), 1), ((34, 1), 1)]
(34, 1): [((34, 0), 1), ((34, 2), 1), ((33, 1), 1), ((35, 1), 1)]
(35, 1): [((35, 0), 1), ((35, 2), 1), ((34, 1), 1), ((36, 1), 1)]
